0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.8000000000000000e+01,4.7785298647554321e+06,-3.7333966991665065e+06,-1.9703265025125428e+06,-3.4600437172987000e+01,-1.8923804356724980e+02
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.7000000000000000e+01,4.8050594845935646e+06,-3.7541239098227266e+06,-1.8642564253727943e+06,-3.1547489343448774e+01,-1.6627409537069047e+02
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.6000000000000000e+01,4.8301191920578731e+06,-3.7737026990690543e+06,-1.7576084903009899e+06,-2.8317868652833631e+01,-1.4216949469767226e+02
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.5000000000000000e+01,4.8537003765509650e+06,-3.7921263395695100e+06,-1.6504154166004425e+06,-2.4927981171369506e+01,-1.1705437789016368e+02
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.4000000000000000e+01,4.8757960224053143e+06,-3.8093893500838955e+06,-1.5427105264400421e+06,-2.1397540947721762e+01,-9.1081103434762852e+01
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.3000000000000000e+01,4.8963992020234196e+06,-3.8254863181798579e+06,-1.4345271579427782e+06,-1.7749199820115283e+01,-6.4421401469395363e+01
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.2000000000000000e+01,4.9155026840925831e+06,-3.8404115941367242e+06,-1.3258985929168311e+06,-1.4008131914365009e+01,-3.7263125877484384e+01
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.1000000000000000e+01,4.9331008557742992e+06,-3.8541607927244459e+06,-1.2168586087995386e+06,-1.0201562367145600e+01,-9.8063976020255534e+00
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-1.0000000000000000e+01,4.9491874176579639e+06,-3.8667289923040643e+06,-1.1074408189504039e+06,-6.3580724320253061e+00,1.7741295444092415e+01
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-9.0000000000000000e+00,4.9637577022560062e+06,-3.8781125462346268e+06,-9.9767926006094681e+05,-2.5069560098781487e+00,4.5170070699336414e+01
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-8.0000000000000000e+00,4.9768067423852468e+06,-3.8883075737273120e+06,-8.8760790449363377e+05,1.3225411223587151e+00,7.2272880579404799e+01
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-7.0000000000000000e+00,4.9883308267496489e+06,-3.8973111751998700e+06,-7.7726097949490382e+05,5.1019269139926564e+00,9.8850650227716557e+01
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-6.0000000000000000e+00,4.9983259428446926e+06,-3.9051202157401936e+06,-6.6667266078131413e+05,8.8041392575704549e+00,1.2471676333840615e+02
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-5.0000000000000000e+00,5.0067885553502571e+06,-3.9117319332534876e+06,-5.5587723550673691e+05,1.2404136168821905e+01,1.4970112208971858e+02
0.0000000000000000e+00,0.0000000000000000e+00,1.4200000000000000e+02,-4.0000000000000000e+00,5.0137163944262052e+06,-3.9171445543462769e+06,-4.4490916126013867e+05,1.5879414641540315e+01,1.7365362723048131e+02
